trainerID,trainername,pokename
5975,"Cipher Peon♀ Kass",Baltoy
5975,"Cipher Peon♀ Kass",Ralts
5975,"Cipher Peon♀ Kass",Kirlia
5976,"Cipher Peon♀ Kison",Houndour
5976,"Cipher Peon♀ Kison",Duskull
5976,"Cipher Peon♀ Kison",Koffing
5976,"Cipher Peon♀ Kison",Kirlia
5977,"Cipher Peon♀ Kloak",Volbeat
5977,"Cipher Peon♀ Kloak",Spinarak
5977,"Cipher Peon♀ Kloak",Ledian
5978,"Cipher Peon♀ Kloak",Volbeat
5978,"Cipher Peon♀ Kloak",Ariados
5978,"Cipher Peon♀ Kloak",Ledian
5979,"Cipher Peon♀ Kloak",Volbeat
5979,"Cipher Peon♀ Kloak",Ariados
5979,"Cipher Peon♀ Kloak",Illumise
5980,"Cipher Peon♀ Lare",Nuzleaf
5980,"Cipher Peon♀ Lare",Carvanha
5980,"Cipher Peon♀ Lare",Houndour
5980,"Cipher Peon♀ Lare",Murkrow
5981,"Cipher Peon♀ Lare",Nuzleaf
5981,"Cipher Peon♀ Lare",Sharpedo
5981,"Cipher Peon♀ Lare",Houndour
5981,"Cipher Peon♀ Lare",Murkrow
5982,"Cipher Peon♀ Lare",Nuzleaf
5982,"Cipher Peon♀ Lare",Sharpedo
5982,"Cipher Peon♀ Lare",Houndour
5982,"Cipher Peon♀ Lare",Sneasel
5983,"Cipher Peon♂ Lesar",Rhyhorn
5983,"Cipher Peon♂ Lesar",Grovyle
5983,"Cipher Peon♂ Lesar",Ariados
5984,"Cipher Peon♂ Lesar",Rhyhorn
5984,"Cipher Peon♂ Lesar",Grovyle
5984,"Cipher Peon♂ Lesar",Ariados
5985,"Cipher Peon♂ Lesar",Rhyhorn
5985,"Cipher Peon♂ Lesar",Grovyle
5985,"Cipher Peon♂ Lesar",Masquerain
5986,"Cipher Peon♂ Mirakle B.",Seaking
5986,"Cipher Peon♂ Mirakle B.",Linoone
5986,"Cipher Peon♂ Mirakle B.",Electrode
5986,"Cipher Peon♂ Mirakle B.",Sandslash
5986,"Cipher Peon♂ Mirakle B.",Sudowoodo
5987,"Cipher Peon♀ Nella",Torkoal
5987,"Cipher Peon♀ Nella",Magcargo
5987,"Cipher Peon♀ Nella",Houndoom
5988,"Cipher Peon♀ Nella",Torkoal
5988,"Cipher Peon♀ Nella",Magcargo
5988,"Cipher Peon♀ Nella",Ninetales
5989,"Cipher Peon♂ Nore",Pineco
5989,"Cipher Peon♂ Nore",Nincada
5989,"Cipher Peon♂ Nore",Surskit
5989,"Cipher Peon♂ Nore",Yanma
5990,"Cipher Peon♂ Nore",Forretress
5990,"Cipher Peon♂ Nore",Ninjask
5990,"Cipher Peon♂ Nore",Masquerain
5990,"Cipher Peon♂ Nore",Yanma
5991,"Cipher Peon♂ Nore",Forretress
5991,"Cipher Peon♂ Nore",Ninjask
5991,"Cipher Peon♂ Nore",Masquerain
5991,"Cipher Peon♂ Nore",Beautifly
5992,"Cipher Peon♀ Remil",Kadabra
5992,"Cipher Peon♀ Remil",Swellow
5992,"Cipher Peon♀ Remil",Kecleon
5992,"Cipher Peon♀ Remil",Vibrava
5993,"Cipher Peon♀ Remil",Kadabra
5993,"Cipher Peon♀ Remil",Swellow
5993,"Cipher Peon♀ Remil",Kecleon
5993,"Cipher Peon♀ Remil",Vibrava
5994,"Cipher Peon♀ Remil",Kadabra
5994,"Cipher Peon♀ Remil",Swellow
5994,"Cipher Peon♀ Remil",Kecleon
5994,"Cipher Peon♀ Remil",Quagsire
5995,"Cipher Peon♂ Rosso",Muk
5995,"Cipher Peon♂ Rosso",Grumpig
5996,"Cipher Peon♂ Rosso",Muk
5996,"Cipher Peon♂ Rosso",Grumpig
5996,"Cipher Peon♂ Rosso",Breloom
5996,"Cipher Peon♂ Rosso",Quilava
5997,"Cipher Peon♂ Rosso",Muk
5997,"Cipher Peon♂ Rosso",Grumpig
5997,"Cipher Peon♂ Rosso",Breloom
5997,"Cipher Peon♂ Rosso",Quilava
5998,"Cipher Peon♀ Sema",Spheal
5998,"Cipher Peon♀ Sema",Lileep
5998,"Cipher Peon♀ Sema",Dustox
5999,"Cipher Peon♀ Sema",Sealeo
5999,"Cipher Peon♀ Sema",Lileep
5999,"Cipher Peon♀ Sema",Dustox
6000,"Cipher Peon♂ Silton",Shroomish
6000,"Cipher Peon♂ Silton",Cacnea
6001,"Cipher Peon♂ Skrub",Wynaut
6001,"Cipher Peon♂ Skrub",Clamperl
6001,"Cipher Peon♂ Skrub",Geodude
6001,"Cipher Peon♂ Skrub",Hitmontop
6002,"Cipher Peon♂ Skrub",Wobbuffet
6002,"Cipher Peon♂ Skrub",Clamperl
6002,"Cipher Peon♂ Skrub",Graveler
6002,"Cipher Peon♂ Skrub",Hitmontop
6003,"Cipher Peon♂ Skrub",Wobbuffet
6003,"Cipher Peon♂ Skrub",Clamperl
6003,"Cipher Peon♂ Skrub",Graveler
6003,"Cipher Peon♂ Skrub",Medicham
6004,"Cipher Peon♂ Skrub",Wobbuffet
6004,"Cipher Peon♂ Skrub",Huntail
6004,"Cipher Peon♂ Skrub",Golem
6004,"Cipher Peon♂ Skrub",Hitmontop
6005,"Cipher Peon♂ Skrub",Wobbuffet
6005,"Cipher Peon♂ Skrub",Huntail
6005,"Cipher Peon♂ Skrub",Golem
6005,"Cipher Peon♂ Skrub",Medicham
6006,"Cipher Peon♂ Ston",Cradily
6006,"Cipher Peon♂ Ston",Vileplume
6006,"Cipher Peon♂ Ston",Cacturne
6006,"Cipher Peon♂ Ston",Tropius
6007,"Cipher Peon♂ Ston",Cradily
6007,"Cipher Peon♂ Ston",Vileplume
6007,"Cipher Peon♂ Ston",Cacturne
6007,"Cipher Peon♂ Ston",Sceptile
6008,"Cipher Peon♀ Tanie",Linoone
6008,"Cipher Peon♀ Tanie",Vigoroth
6008,"Cipher Peon♀ Tanie",Granbull
6009,"Cipher Peon♀ Tanie",Linoone
6009,"Cipher Peon♀ Tanie",Vigoroth
6009,"Cipher Peon♀ Tanie",Granbull
6010,"Cipher Peon♀ Tanie",Linoone
6010,"Cipher Peon♀ Tanie",Vigoroth
6010,"Cipher Peon♀ Tanie",Delcatty
6011,"Cipher Peon♀ Vana",Pupitar
6011,"Cipher Peon♀ Vana",Zubat
6011,"Cipher Peon♀ Vana",Swablu
6011,"Cipher Peon♀ Vana",Forretress
6012,"Cipher Peon♀ Vana",Pupitar
6012,"Cipher Peon♀ Vana",Golbat
6012,"Cipher Peon♀ Vana",Swablu
6012,"Cipher Peon♀ Vana",Forretress
6013,"Cipher Peon♀ Vana",Pupitar
6013,"Cipher Peon♀ Vana",Golbat
6013,"Cipher Peon♀ Vana",Swablu
6013,"Cipher Peon♀ Vana",Mawile
6014,"Cipher Peon♂ Verde",Muk
6014,"Cipher Peon♂ Verde",Grumpig
6015,"Cipher Peon♂ Verde",Muk
6015,"Cipher Peon♂ Verde",Grumpig
6015,"Cipher Peon♂ Verde",Sharpedo
6015,"Cipher Peon♂ Verde",Bayleef
6016,"Cipher Peon♂ Verde",Muk
6016,"Cipher Peon♂ Verde",Grumpig
6016,"Cipher Peon♂ Verde",Sharpedo
6016,"Cipher Peon♂ Verde",Bayleef
6017,"Cipher Peon♂ Angic",Golduck
6017,"Cipher Peon♂ Angic",Hitmontop
6017,"Cipher Peon♂ Angic",Hariyama
6017,"Cipher Peon♂ Angic",Venomoth
6017,"Cipher Peon♂ Angic",Weepinbell
6018,"Cipher Peon♀ Bastil",Crobat
6018,"Cipher Peon♀ Bastil",Seviper
6018,"Cipher Peon♀ Bastil",Chimecho
6018,"Cipher Peon♀ Bastil",Masquerain
6019,"Cipher Peon♂ Blusix",Horsea
6019,"Cipher Peon♂ Blusix",Goldeen
6019,"Cipher Peon♂ Blusix",Spheal
6020,"Cipher Peon♂ Blusix",Horsea
6020,"Cipher Peon♂ Blusix",Goldeen
6020,"Cipher Peon♂ Blusix",Beldum
6021,"Cipher Peon♂ Blusix",Horsea
6021,"Cipher Peon♂ Blusix",Goldeen
6021,"Cipher Peon♂ Blusix",Beldum
6022,"Cipher Peon♂ Blusix",Kingdra
6022,"Cipher Peon♂ Blusix",Seaking
6022,"Cipher Peon♂ Blusix",Metagross
6023,"Cipher Peon♂ Browsix",Hoothoot
6023,"Cipher Peon♂ Browsix",Baltoy
6024,"Cipher Peon♂ Browsix",Hoothoot
6024,"Cipher Peon♂ Browsix",Slakoth
6025,"Cipher Peon♂ Browsix",Noctowl
6025,"Cipher Peon♂ Browsix",Vigoroth
6026,"Cipher Peon♂ Browsix",Noctowl
6026,"Cipher Peon♂ Browsix",Slaking
6027,"Cipher Peon♂ Cabol",Carvanha
6027,"Cipher Peon♂ Cabol",Magnemite
6027,"Cipher Peon♂ Cabol",Psyduck
6027,"Cipher Peon♂ Cabol",Remoraid
6028,"Cipher Peon♀ Corla",Duskull
6028,"Cipher Peon♀ Corla",Skitty
6029,"Cipher Peon♂ Crink",Snorunt
6029,"Cipher Peon♂ Crink",Barboach
6030,"Cipher Peon♂ Digor",Abra
6030,"Cipher Peon♂ Digor",Machop
6030,"Cipher Peon♂ Digor",Feebas
6030,"Cipher Peon♂ Digor",Makuhita
6031,"Cipher Peon♀ Dilly",Gulpin
6031,"Cipher Peon♀ Dilly",Mareep
6031,"Cipher Peon♀ Dilly",Luvdisc
6031,"Cipher Peon♀ Dilly",Bellossom
6032,"Cipher Peon♂ Edios",Furret
6032,"Cipher Peon♂ Edios",Zigzagoon
6032,"Cipher Peon♂ Edios",Togetic
6032,"Cipher Peon♂ Edios",Delibird
6033,"Cipher Peon♂ Egrog",Hoothoot
6033,"Cipher Peon♂ Egrog",Graveler
6033,"Cipher Peon♂ Egrog",Gulpin
6033,"Cipher Peon♂ Egrog",Seel
6034,"Cipher Peon♀ Eloin",Kirlia
6034,"Cipher Peon♀ Eloin",Linoone
6034,"Cipher Peon♀ Eloin",Natu
6035,"Cipher Peon♂ Elox",Doduo
6035,"Cipher Peon♂ Elox",Tentacool
6035,"Cipher Peon♂ Elox",Chimecho
6036,"Cipher Peon♂ Ertlig",Poochyena
6036,"Cipher Peon♂ Ertlig",Magnemite
6036,"Cipher Peon♂ Ertlig",Staryu
6036,"Cipher Peon♂ Ertlig",Absol
6037,"Cipher Peon♀ Exinn",Seviper
6037,"Cipher Peon♀ Exinn",Snorunt
6037,"Cipher Peon♀ Exinn",Golbat
6037,"Cipher Peon♀ Exinn",Mightyena
6038,"Cipher Peon♀ Ezin",Pelipper
6038,"Cipher Peon♀ Ezin",Electrike
6038,"Cipher Peon♀ Ezin",Spearow
6039,"Cipher Peon♀ Ezoor",Shuppet
6039,"Cipher Peon♀ Ezoor",Teddiursa
6039,"Cipher Peon♀ Ezoor",Corsola
6040,"Cipher Peon♂ Faltly",Chimecho
6040,"Cipher Peon♂ Faltly",Stantler
6040,"Cipher Peon♂ Faltly",Grimer
6041,"Cipher Peon♀ Fasin",Remoraid
6041,"Cipher Peon♀ Fasin",Golbat
6041,"Cipher Peon♀ Fasin",Roselia
6042,"Cipher Peon♂ Feldas",Kadabra
6042,"Cipher Peon♂ Feldas",Flaaffy
6042,"Cipher Peon♂ Feldas",Vigoroth
6042,"Cipher Peon♂ Feldas",Ralts
6043,"Cipher Peon♂ Fenton",Goldeen
6043,"Cipher Peon♂ Fenton",Carvanha
6043,"Cipher Peon♂ Fenton",Koffing
6043,"Cipher Peon♂ Fenton",Mightyena
6044,"Cipher Peon♂ Flipis",Chimecho
6044,"Cipher Peon♂ Flipis",Kecleon
6044,"Cipher Peon♂ Flipis",Noctowl
6044,"Cipher Peon♂ Flipis",Mightyena
6045,"Cipher Peon♂ Forgs",Duskull
6045,"Cipher Peon♂ Forgs",Corphish
6045,"Cipher Peon♂ Forgs",Qwilfish
6046,"Cipher Peon♂ Fostin",Kadabra
6046,"Cipher Peon♂ Fostin",Sneasel
6046,"Cipher Peon♂ Fostin",Misdreavus
6046,"Cipher Peon♂ Fostin",Meowth
6047,"Cipher Peon♂ Fudler",Machoke
6047,"Cipher Peon♂ Fudler",Golem
6047,"Cipher Peon♂ Fudler",Forretress
6047,"Cipher Peon♂ Fudler",Mantine
6047,"Cipher Peon♂ Fudler",Crobat
6048,"Cipher Peon♂ Gonrag",Murkrow
6048,"Cipher Peon♂ Gonrag",Pineco
6048,"Cipher Peon♂ Gonrag",Ariados
6049,"Cipher Peon♂ Gorog",Shellder
6049,"Cipher Peon♂ Gorog",Rhyhorn
6049,"Cipher Peon♂ Gorog",Swalot
6049,"Cipher Peon♂ Gorog",Golbat
6049,"Cipher Peon♂ Gorog",Sharpedo
6050,"Cipher Peon♂ Grason",Absol
6050,"Cipher Peon♂ Grason",Ninjask
6050,"Cipher Peon♂ Grason",Sandslash
6050,"Cipher Peon♂ Grason",Mawile
6051,"Cipher Peon♂ Greck",Torkoal
6051,"Cipher Peon♂ Greck",Nuzleaf
6051,"Cipher Peon♂ Greck",Swinub
6052,"Cipher Peon♂ Greesix",Lotad
6052,"Cipher Peon♂ Greesix",Oddish
6052,"Cipher Peon♂ Greesix",Cacnea
6052,"Cipher Peon♂ Greesix",Shroomish
6052,"Cipher Peon♂ Greesix",Pineco
6052,"Cipher Peon♂ Greesix",Seedot
6053,"Cipher Peon♂ Greesix",Lotad
6053,"Cipher Peon♂ Greesix",Oddish
6053,"Cipher Peon♂ Greesix",Cacnea
6053,"Cipher Peon♂ Greesix",Shroomish
6053,"Cipher Peon♂ Greesix",Pineco
6054,"Cipher Peon♂ Greesix",Lotad
6054,"Cipher Peon♂ Greesix",Oddish
6054,"Cipher Peon♂ Greesix",Cacnea
6054,"Cipher Peon♂ Greesix",Shroomish
6054,"Cipher Peon♂ Greesix",Pineco
6055,"Cipher Peon♂ Greesix",Lombre
6055,"Cipher Peon♂ Greesix",Vileplume
6055,"Cipher Peon♂ Greesix",Cacturne
6055,"Cipher Peon♂ Greesix",Breloom
6055,"Cipher Peon♂ Greesix",Forretress
6056,"Cipher Peon♂ Geftal",Lanturn
6056,"Cipher Peon♂ Geftal",Magneton
6056,"Cipher Peon♂ Geftal",Lickitung
6057,"Cipher Peon♀ Grezle",Minun
6057,"Cipher Peon♀ Grezle",Beautifly
6057,"Cipher Peon♀ Grezle",Ledian
6057,"Cipher Peon♀ Grezle",Illumise
6058,"Cipher Peon♂ Gromlet",Banette
6058,"Cipher Peon♂ Gromlet",Sableye
6058,"Cipher Peon♂ Gromlet",Dusclops
6058,"Cipher Peon♂ Gromlet",Crobat
6058,"Cipher Peon♂ Gromlet",Wailord
6059,"Cipher Peon♂ Grupel",Houndoom
6059,"Cipher Peon♂ Grupel",Ninetales
6059,"Cipher Peon♂ Grupel",Vileplume
6059,"Cipher Peon♂ Grupel",Magmar
6059,"Cipher Peon♂ Grupel",Pinsir
6060,"Cipher Peon♀ Haben",Masquerain
6060,"Cipher Peon♀ Haben",Dunsparce
6060,"Cipher Peon♀ Haben",Roselia
6060,"Cipher Peon♀ Haben",Spinda
6061,"Cipher Peon♂ Humah",Seviper
6061,"Cipher Peon♂ Humah",Murkrow
6061,"Cipher Peon♂ Humah",Paras
6061,"Cipher Peon♂ Humah",Growlithe
6062,"Cipher Peon♀ Ibsol",Plusle
6062,"Cipher Peon♀ Ibsol",Dustox
6062,"Cipher Peon♀ Ibsol",Xatu
6062,"Cipher Peon♀ Ibsol",Volbeat
6063,"Cipher Peon♂ Jargo",Delibird
6063,"Cipher Peon♂ Jargo",Grumpig
6063,"Cipher Peon♂ Jargo",Swalot
6063,"Cipher Peon♂ Jargo",Relicanth
6063,"Cipher Peon♂ Jargo",Golduck
6063,"Cipher Peon♂ Jargo",Quagsire
6064,"Cipher Peon♀ Javion",Doduo
6064,"Cipher Peon♀ Javion",Taillow
6065,"Cipher Peon♀ Jaymi",Yanma
6065,"Cipher Peon♀ Jaymi",Roselia
6065,"Cipher Peon♀ Jaymi",Smeargle
6065,"Cipher Peon♀ Jaymi",Vileplume
6065,"Cipher Peon♀ Jaymi",Altaria
6066,"Cipher Peon♀ Jelstin",Roselia
6066,"Cipher Peon♀ Jelstin",Hoppip
6066,"Cipher Peon♀ Jelstin",Masquerain
6066,"Cipher Peon♀ Jelstin",Bellossom
6067,"Cipher Peon♂ Kapen",Volbeat
6067,"Cipher Peon♂ Kapen",Spoink
6067,"Cipher Peon♂ Kapen",Illumise
6067,"Cipher Peon♂ Kapen",Seviper
6067,"Cipher Peon♂ Kapen",Wailmer
6068,"Cipher Peon♂ Karbon",Medicham
6068,"Cipher Peon♂ Karbon",Golem
6068,"Cipher Peon♂ Karbon",Xatu
6068,"Cipher Peon♂ Karbon",Hitmonchan
6069,"Cipher Peon♀ Kimly",Mightyena
6069,"Cipher Peon♀ Kimly",Stantler
6069,"Cipher Peon♀ Kimly",Zangoose
6069,"Cipher Peon♀ Kimly",Sharpedo
6069,"Cipher Peon♀ Kimly",Sunflora
6070,"Cipher Peon♂ Kleef",Shuckle
6070,"Cipher Peon♂ Kleef",Blissey
6070,"Cipher Peon♂ Kleef",Weezing
6071,"Cipher Peon♀ Kleto",Absol
6071,"Cipher Peon♀ Kleto",Smeargle
6071,"Cipher Peon♀ Kleto",Donphan
6071,"Cipher Peon♀ Kleto",Ampharos
6071,"Cipher Peon♀ Kleto",Tentacruel
6072,"Cipher Peon♂ Kolax",Glalie
6072,"Cipher Peon♂ Kolax",Ampharos
6072,"Cipher Peon♂ Kolax",Breloom
6072,"Cipher Peon♂ Kolax",Donphan
6072,"Cipher Peon♂ Kolax",Dugtrio
6073,"Cipher Peon♂ Kolest",Camerupt
6073,"Cipher Peon♂ Kolest",Weezing
6073,"Cipher Peon♂ Kolest",Muk
6073,"Cipher Peon♂ Kolest",Rapidash
6073,"Cipher Peon♂ Kolest",Magcargo
6074,"Cipher Peon♀ Kolin",Cacturne
6074,"Cipher Peon♀ Kolin",Ninetales
6074,"Cipher Peon♀ Kolin",Torkoal
6074,"Cipher Peon♀ Kolin",Mantine
6074,"Cipher Peon♀ Kolin",Tropius
6075,"Cipher Peon♀ Kollo",Clamperl
6075,"Cipher Peon♀ Kollo",Octillery
6075,"Cipher Peon♀ Kollo",Lanturn
6075,"Cipher Peon♀ Kollo",Relicanth
6076,"Cipher Peon♀ Leden",Stantler
6076,"Cipher Peon♀ Leden",Exploud
6076,"Cipher Peon♀ Leden",Scyther
6076,"Cipher Peon♀ Leden",Chansey
6077,"Cipher Peon♂ Litnar",Electrode
6077,"Cipher Peon♂ Litnar",Misdreavus
6077,"Cipher Peon♂ Litnar",Claydol
6077,"Cipher Peon♂ Litnar",Kangaskhan
6077,"Cipher Peon♂ Litnar",Banette
6078,"Cipher Peon♂ Lobar",Sneasel
6078,"Cipher Peon♂ Lobar",Yanma
6078,"Cipher Peon♂ Lobar",Misdreavus
6078,"Cipher Peon♂ Lobar",Duskull
6079,"Cipher Peon♂ Lok",Beedrill
6079,"Cipher Peon♂ Lok",Furret
6079,"Cipher Peon♂ Lok",Togetic
6079,"Cipher Peon♂ Lok",Pidgeotto
6080,"Cipher Peon♀ Meda",Natu
6080,"Cipher Peon♀ Meda",Nincada
6080,"Cipher Peon♀ Meda",Wailmer
6081,"Cipher Peon♀ Mesin",Spinarak
6081,"Cipher Peon♀ Mesin",Beautifly
6081,"Cipher Peon♀ Mesin",Dustox
6081,"Cipher Peon♀ Mesin",Vulpix
6082,"Cipher Peon♂ Mocor",Corphish
6082,"Cipher Peon♂ Mocor",Electrike
6082,"Cipher Peon♂ Mocor",Grimer
6083,"Cipher Peon♂ Naps",Beldum
6083,"Cipher Peon♂ Naps",Murkrow
6083,"Cipher Peon♂ Naps",Slakoth
6083,"Cipher Peon♂ Naps",Rhyhorn
6084,"Cipher Peon♀ Nexir",Swinub
6084,"Cipher Peon♀ Nexir",Shuppet
6084,"Cipher Peon♀ Nexir",Spinarak
6085,"Cipher Peon♀ Nopia",Jigglypuff
6085,"Cipher Peon♀ Nopia",Chimecho
6085,"Cipher Peon♀ Nopia",Dunsparce
6086,"Cipher Peon♀ Pellim",Sudowoodo
6086,"Cipher Peon♀ Pellim",Clamperl
6087,"Cipher Peon♂ Petro",Grumpig
6087,"Cipher Peon♂ Petro",Skarmory
6087,"Cipher Peon♂ Petro",Metang
6087,"Cipher Peon♂ Petro",Hariyama
6087,"Cipher Peon♂ Petro",Hitmonlee
6088,"Cipher Peon♂ Purpsix",Grimer
6088,"Cipher Peon♂ Purpsix",Tentacool
6088,"Cipher Peon♂ Purpsix",Koffing
6088,"Cipher Peon♂ Purpsix",Gulpin
6089,"Cipher Peon♂ Purpsix",Grimer
6089,"Cipher Peon♂ Purpsix",Tentacool
6089,"Cipher Peon♂ Purpsix",Koffing
6089,"Cipher Peon♂ Purpsix",Zubat
6090,"Cipher Peon♂ Purpsix",Grimer
6090,"Cipher Peon♂ Purpsix",Tentacool
6090,"Cipher Peon♂ Purpsix",Koffing
6090,"Cipher Peon♂ Purpsix",Zubat
6091,"Cipher Peon♂ Purpsix",Muk
6091,"Cipher Peon♂ Purpsix",Tentacruel
6091,"Cipher Peon♂ Purpsix",Weezing
6091,"Cipher Peon♂ Purpsix",Golbat
6092,"Cipher Peon♂ Resix",Slugma
6092,"Cipher Peon♂ Resix",Houndour
6093,"Cipher Peon♂ Resix",Slugma
6093,"Cipher Peon♂ Resix",Numel
6094,"Cipher Peon♂ Resix",Slugma
6094,"Cipher Peon♂ Resix",Numel
6095,"Cipher Peon♂ Resix",Magcargo
6095,"Cipher Peon♂ Resix",Camerupt
6096,"Cipher Peon♂ Rett",Carvanha
6096,"Cipher Peon♂ Rett",Barboach
6097,"Cipher Peon♂ Rixor",Qwilfish
6097,"Cipher Peon♂ Rixor",Rhyhorn
6097,"Cipher Peon♂ Rixor",Chinchou
6097,"Cipher Peon♂ Rixor",Koffing
6098,"Cipher Peon♂ Smarton",Huntail
6098,"Cipher Peon♂ Smarton",Cacnea
6098,"Cipher Peon♂ Smarton",Teddiursa
6098,"Cipher Peon♂ Smarton",Koffing
6099,"Cipher Peon♂ Smarton",Huntail
6099,"Cipher Peon♂ Smarton",Cacturne
6099,"Cipher Peon♂ Smarton",Weezing
6099,"Cipher Peon♂ Smarton",Ursaring
6099,"Cipher Peon♂ Smarton",Arbok
6100,"Cipher Peon♂ Snidle",Shedinja
6100,"Cipher Peon♂ Snidle",Wobbuffet
6100,"Cipher Peon♂ Snidle",Vibrava
6100,"Cipher Peon♂ Snidle",Magneton
6101,"Cipher Peon♂ Solox",Ralts
6101,"Cipher Peon♂ Solox",Voltorb
6101,"Cipher Peon♂ Solox",Bagon
6101,"Cipher Peon♂ Solox",Numel
6102,"Cipher Peon♀ Targ",Ninetales
6102,"Cipher Peon♀ Targ",Jumpluff
6102,"Cipher Peon♀ Targ",Azumarill
6102,"Cipher Peon♀ Targ",Tangela
6102,"Cipher Peon♀ Targ",Butterfree
6103,"Cipher Peon♂ Torkin",Kecleon
6103,"Cipher Peon♂ Torkin",Surskit
6103,"Cipher Peon♂ Torkin",Makuhita
6104,"Cipher Peon♂ Yellosix",Chinchou
6104,"Cipher Peon♂ Yellosix",Electrike
6104,"Cipher Peon♂ Yellosix",Mareep
6105,"Cipher Peon♂ Yellosix",Chinchou
6105,"Cipher Peon♂ Yellosix",Electrike
6105,"Cipher Peon♂ Yellosix",Magnemite
6106,"Cipher Peon♂ Yellosix",Chinchou
6106,"Cipher Peon♂ Yellosix",Electrike
6106,"Cipher Peon♂ Yellosix",Magnemite
6107,"Cipher Peon♂ Yellosix",Lanturn
6107,"Cipher Peon♂ Yellosix",Manectric
6107,"Cipher Peon♂ Yellosix",Magneton
6111,"Clown Lee",Kadabra
6112,"Clown Lee",Kadabra
6112,"Clown Lee",Ambipom
6113,"Clown Lee",Alakazam
6113,"Clown Lee",Ambipom
6114,"Clown Lee",Alakazam
6114,"Clown Lee",Ambipom
6120,"Collector Edwin",Lombre
6120,"Collector Edwin",Nuzleaf
6121,"Collector Edwin",Lombre
6121,"Collector Edwin",Nuzleaf
6122,"Collector Edwin",Lombre
6122,"Collector Edwin",Nuzleaf
6123,"Collector Edwin",Lombre
6123,"Collector Edwin",Nuzleaf
6124,"Collector Edwin",Ludicolo
6124,"Collector Edwin",Shiftry
6125,"Collector HectorR",Seviper
6126,"Collector HectorS",Zangoose
6127,"Collector Ed",Zangoose
6127,"Collector Ed",Seviper
6128,"Collector Edwin",Lombre
6128,"Collector Edwin",Nuzleaf
6129,"Collector Edwin",Lombre
6129,"Collector Edwin",Nuzleaf
6130,"Collector Edwin",Lombre
6130,"Collector Edwin",Nuzleaf
6131,"Collector Edwin",Lombre
6131,"Collector Edwin",Nuzleaf
6132,"Collector Edwin",Ludicolo
6132,"Collector Edwin",Shiftry
6133,"Collector Hector",Zangoose
6133,"Collector Hector",Seviper
6134,"Collector Brady",Ponyta
6134,"Collector Brady",Ponyta
6134,"Collector Brady",Ponyta
6135,"Collector Dominique",Geodude
6135,"Collector Dominique",Geodude
6135,"Collector Dominique",Geodude
6136,"Collector Douglas",Roselia
6136,"Collector Douglas",Roselia
6136,"Collector Douglas",Roselia
6137,"Collector Edwin",Sudowoodo
6137,"Collector Edwin",Sudowoodo
6137,"Collector Edwin",Sudowoodo
6138,"Collector Eugene",Clefairy
6138,"Collector Eugene",Clefairy
6138,"Collector Eugene",Clefairy
6140,"Collector Ivan",Hippopotas
6140,"Collector Ivan",Hippopotas
6140,"Collector Ivan",Hippopotas
6141,"Collector Ivan",Hippopotas
6141,"Collector Ivan",Hippopotas
6141,"Collector Ivan",Hippopotas
6142,"Collector Jamal",Buizel
6142,"Collector Jamal",Buizel
6142,"Collector Jamal",Buizel
6143,"Collector Terry",Gastly
6143,"Collector Terry",Gastly
6143,"Collector Terry",Gastly
6144,"Collector Brady",Skorupi
6144,"Collector Brady",Carnivine
6144,"Collector Brady",Tangela
6144,"Collector Brady",Tropius
6144,"Collector Brady",Croagunk
6144,"Collector Brady",Yanma
6145,"Collector Dean",Umbreon
6145,"Collector Dean",Espeon
6146,"Collector Douglas",Jolteon
6146,"Collector Douglas",Flareon
6146,"Collector Douglas",Vaporeon
6147,"Collector Edwin",Munchlax
6148,"Collector Eugene",Feebas
6149,"Collector Fernando",Heracross
6150,"Collector Ivan",Togetic
6151,"Collector Ivan",Togekiss
6152,"Collector Jamal",Porygon
6153,"Collector Terry",Gible
6154,"Collector Edwin",Lombre
6154,"Collector Edwin",Nuzleaf
6155,"Collector Edwin",Lombre
6155,"Collector Edwin",Nuzleaf
6156,"Collector Edwin",Ludicolo
6156,"Collector Edwin",Shiftry
6157,"Collector Edwin",Ludicolo
6157,"Collector Edwin",Shiftry
6158,"Collector Edwin",Ludicolo
6158,"Collector Edwin",Shiftry
6159,"Collector HectorOR",Seviper
6160,"Collector HectorAS",Zangoose
6161,"Collector Andrew",Ledian
6161,"Collector Andrew",Pinsir
6162,"Collector Bryan",Munchlax
6162,"Collector Bryan",Bagon
6163,"Collector Kawika",Gabite
6166,"Colosseum Leader Taylor",Pachirisu
6166,"Colosseum Leader Taylor",Luxio
6166,"Colosseum Leader Taylor",Luvdisc
6166,"Colosseum Leader Taylor",Jigglypuff
6166,"Colosseum Leader Taylor",Kirlia
6166,"Colosseum Leader Taylor",Bonsly
6167,"Colosseum Leader Marina",Corsola
6167,"Colosseum Leader Marina",Marill
6167,"Colosseum Leader Marina",Aipom
6167,"Colosseum Leader Marina",Poliwhirl
6168,"Colosseum Leader Rosie",Delcatty
6168,"Colosseum Leader Rosie",Beautifly
6168,"Colosseum Leader Rosie",Weepinbell
6168,"Colosseum Leader Rosie",Skiploom
6168,"Colosseum Leader Rosie",Sunflora
6168,"Colosseum Leader Rosie",Roselia
6169,"Colosseum Leader Voldon",Machoke
6169,"Colosseum Leader Voldon",Onix
6169,"Colosseum Leader Voldon",Metang
